loan_amount,income,status
476500,6120,1
236500,5400,0
696500,12840,1
446500,10620,0
366500,4140,0
536500,7140,1
186500,5640,0
576500,6180,1
96500,2580,0
656500,7200,1
346500,9480,0
286500,6240,0
236500,7140,0
826500,14400,1
276500,3360,0
396500,14400,0
206500,9660,0
426500,6420,0
86500,3840,0
356500,13980,0
336500,4980,0
146500,4080,0
136500,4740,0
336500,3900,0
206500,7200,0
486500,7740,1
286500,8220,0
426500,12420,0
686500,11400,1
36500,5640,0
446500,7500,0
276500,6660,0
306500,6300,0
446500,11580,0
326500,6540,0
376500,8220,1
206500,7620,0
386500,9900,0
516500,9900,0
26500,2160,0
306500,3780,0
296500,5100,0
276500,9000,0
86500,2160,0
266500,5160,0
456500,7740,0
1256500,17820,1
436500,5760,0
306500,12240,0
146500,2700,0
486500,5880,0
486500,5400,0
76500,2340,0
206500,5280,0
356500,7080,0
86500,1800,0
486500,5940,1
456500,5460,0
346500,6600,0
416500,11460,1
366500,9120,0
116500,2760,0
346500,7800,0
426500,9720,0
496500,11580,0
276500,3000,0
536500,11940,0
156500,3000,0
266500,4860,0
346500,6600,0
386500,9420,0
316500,9600,0
516500,5460,0
676500,9840,1
476500,9480,0
206500,3240,0
306500,8700,0
106500,1800,0
306500,10500,0
316500,7800,0
266500,6120,0
446500,4980,0
186500,3720,0
326500,4200,0
596500,6120,1
196500,2580,0
406500,7620,0
376500,3900,0
106500,3240,0
506500,9720,0
246500,6780,0
236500,3780,0
316500,4740,0
566500,20640,1
386500,6360,0
306500,7800,0
256500,4260,0
376500,6540,0
276500,7800,0
186500,5220,0
206500,3780,0
216500,3000,0
176500,17880,0
576500,11220,1
486500,12600,0
356500,5880,0
126500,1620,0
366500,6960,0
576500,13440,1
326500,4140,0
446500,7560,0
276500,2640,0
86500,1440,0
396500,6180,0
726500,17640,1
126500,5340,0
366500,5160,0
56500,2340,0
176500,3660,0
156500,1980,0
486500,4740,0
326500,3240,0
406500,5400,0
316500,7440,0
486500,9960,0
86500,1380,0
166500,0,0
156500,3480,0
226500,3300,0
516500,6540,0
226500,2640,0
336500,6600,0
196500,3720,0
356500,7200,0
106500,2520,0
306500,3480,0
196500,5100,0
386500,7980,0
106500,1080,0
606500,6360,0
226500,7500,0
346500,4980,0
406500,9180,0
146500,3360,0
186500,2520,0
486500,13800,0
256500,4380,0
106500,1560,0
46500,600,0
316500,26400,0
296500,7920,0
176500,3480,0
366500,6840,0
356500,8760,0
256500,5340,0
176500,3360,0
326500,7140,0
356500,5100,0
616500,10620,1
426500,9060,0
256500,8400,0
166500,5700,0
156500,5040,0
486500,9240,0
86500,4020,0
726500,9180,1
256500,4320,0
466500,2640,0
296500,14040,0
266500,5100,0
456500,13920,0
356500,4980,0
216500,3120,0
206500,3360,0
376500,6060,0
326500,9000,0
366500,5520,0
286500,5580,0
206500,4440,0
116500,3480,0
266500,4380,0
196500,3720,0
336500,5700,0
156500,1980,0
146500,4440,0
76500,6660,0
126500,1980,0
436500,9240,0
196500,5760,0
496500,8100,0
196500,2760,0
246500,3480,0
336500,3960,0
166500,4920,0
296500,5760,0
396500,25440,0
556500,7380,1
106500,4620,0
336500,3960,0
106500,4680,0
226500,4440,0
306500,10080,0
326500,5340,0
726500,14100,1
416500,4080,0
286500,14940,0
186500,3060,0
76500,2580,0
106500,3300,0
356500,10200,1
316500,6480,0
96500,2700,0
86500,1860,0
246500,9720,0
356500,9600,0
586500,5700,1
216500,4260,0
306500,4440,0
466500,5760,0
116500,6300,0
206500,2700,0
286500,7320,0
166500,1740,0
406500,14100,0
456500,7560,0
126500,1560,0
606500,9840,1
146500,3420,0
436500,5040,0
536500,7020,0
376500,4920,0
196500,6300,0
266500,6120,0
456500,13620,0
106500,3840,0
246500,2340,0
396500,5580,0
656500,21000,1
206500,7800,0
346500,6060,0
366500,7560,0
656500,8100,1
216500,5220,0
196500,4620,0
296500,6900,0
246500,4200,0
226500,2880,0
486500,9600,0
326500,4020,0
146500,2460,0
176500,3000,0
156500,2520,0
336500,3900,0
666500,10500,1
346500,6120,0
486500,4560,1
346500,4020,0
516500,2760,1
66500,2640,0
296500,6360,0
46500,1140,0
486500,13020,0
186500,6600,0
306500,10140,0
396500,14580,0
156500,3420,0
146500,2460,0
416500,7740,0
336500,5580,0
256500,9120,0
446500,6000,0
126500,2880,0
236500,10980,0
356500,4140,0
606500,5400,1
456500,3540,1
316500,9840,0
196500,6480,0
396500,12240,0
186500,3360,0
536500,2880,0
596500,10440,0
166500,4200,0
156500,2340,0
126500,2100,0
236500,11220,0
596500,8400,0
126500,2280,0
286500,7800,0
376500,6960,0
276500,5160,0
226500,8520,0
486500,13320,0
726500,9600,1
226500,5760,0
556500,30000,1
76500,2700,0
726500,10560,1
736500,10200,1
366500,7860,0
436500,7560,0
316500,7680,0
496500,10980,0
466500,4020,0
156500,1980,0
116500,2040,0
206500,2760,0
136500,7020,0
596500,16440,0
266500,7140,0
206500,2820,0
426500,4920,0
296500,7080,0
276500,6060,0
286500,7800,0
316500,8040,0
106500,3000,0
696500,4380,1
236500,4920,0
1236500,25020,1
206500,3720,0
456500,9000,0
526500,5700,0
366500,6600,0
406500,12540,0
126500,2220,0
506500,9060,1
256500,4320,0
636500,8400,0
346500,180,0
96500,1380,0
256500,3180,0
156500,2040,0
96500,1680,0
246500,5640,0
566500,17100,1
326500,4920,0
446500,19080,1
276500,4080,0
706500,13860,1
146500,2160,0
646500,10260,1
266500,6240,0
496500,5580,0
626500,8880,0
686500,5340,1
476500,9300,0
486500,5760,0
386500,8100,0
556500,10560,0
236500,2100,0
516500,8340,0
146500,2400,0
306500,6000,0
326500,9000,0
366500,5220,0
196500,5520,0
216500,4860,0
406500,7320,0
406500,8580,0
116500,4620,0
326500,6600,0
166500,4200,0
586500,7380,0
506500,6720,0
666500,10140,1
316500,3960,0
356500,14700,0
246500,6180,0
726500,9720,1
256500,6780,0
246500,6120,0
196500,8700,0
316500,7980,0
306500,3420,0
316500,7140,0
676500,15300,1
276500,9120,0
186500,2220,0
296500,7800,0
156500,2580,0
256500,7080,0
386500,8040,0
196500,2640,0
216500,3480,0
256500,7260,0
166500,7260,0
336500,7860,0
266500,3240,0
126500,1860,0
276500,3960,0
476500,4740,0
216500,2580,0
516500,7560,0
396500,12840,0
126500,10620,0
216500,6120,0
316500,3060,0
196500,3840,0
276500,6480,0
176500,6960,0
356500,5880,0
476500,8640,0
376500,5280,0
586500,13320,1
476500,13200,0
676500,13320,1
236500,3120,0
306500,5520,0
276500,4500,0
206500,4680,0
506500,4440,0
176500,6000,0
346500,11640,0
386500,6000,0
266500,5580,0
286500,6120,0
186500,3060,0
466500,22800,0
156500,2940,0
86500,1500,0
206500,3180,0
256500,7440,0
106500,2760,0
166500,5640,0
556500,9480,0
136500,2280,0
166500,3900,0
256500,3120,0
236500,10200,0
436500,4620,0
306500,6060,0
316500,5220,0
156500,6360,0
246500,8280,0
426500,5700,0
186500,3000,0
276500,7980,0
206500,4440,0
156500,2940,0
436500,7140,0
406500,11820,0
656500,10800,1
406500,7680,0
166500,9360,0
106500,3900,0
226500,6900,0
346500,5100,0
726500,15900,1
266500,6120,0
256500,6720,0
296500,3420,0
286500,3840,0
416500,31740,0
486500,7200,0
86500,3480,0
326500,6240,0
296500,18660,0
456500,8580,0
326500,4860,0
96500,3300,0
166500,7800,0
306500,5040,0
246500,10440,0
146500,3900,0
596500,7980,0
366500,4800,0
326500,4740,0
536500,14100,0
126500,3300,0
256500,5940,0
726500,2760,1
236500,3240,0
116500,2040,0
56500,2940,0
686500,22860,1
616500,22560,0
516500,12120,0
176500,3120,0
556500,6720,0
486500,7560,0
466500,6780,0
596500,10740,1
126500,4680,0
136500,3480,0
426500,0,0
726500,12900,1
406500,5880,0
306500,7260,0
366500,4860,0
306500,3900,0
196500,2820,0
226500,19560,0
156500,0,0
216500,2160,0
66500,2220,0
266500,2640,0
386500,5820,0
316500,5700,0
116500,4200,0
76500,2460,0
126500,2100,0
396500,9660,0
496500,12480,0
466500,6180,0
356500,11700,0
656500,10320,1
176500,6420,0
346500,9360,0
396500,6300,0
236500,8640,0
476500,10500,0
456500,6180,1
376500,11640,0
196500,2220,0
416500,10860,0
726500,9960,1
676500,11040,1
556500,8460,0
656500,7980,1
216500,2340,0
236500,5820,0
486500,10020,0
266500,8280,0
106500,1620,0
326500,9060,0
296500,4320,0
216500,2460,0
136500,2220,0
296500,6960,0
556500,11400,0
406500,16980,0
596500,7740,0
126500,3600,0
296500,4200,0
526500,4920,0
246500,6000,0
396500,6600,0
466500,13620,0
246500,1680,0
276500,4680,0
266500,4440,0
406500,5460,1
196500,5520,0
486500,9300,0
426500,9480,0
186500,5160,0
286500,4560,0
206500,2880,0
526500,16140,0
246500,0,0
496500,4980,0
126500,3480,0
296500,5160,0
596500,13380,1
496500,7620,0
386500,4500,0
196500,4620,0
306500,7080,0
476500,4320,0
186500,3360,0
216500,2160,0
116500,5460,0
116500,3660,0
606500,13860,1
346500,8520,0
146500,3240,0
76500,1380,0
236500,7380,0
786500,0,1
376500,7860,0
256500,4680,0
126500,3720,0
256500,6420,0
76500,2820,0
416500,4560,0
176500,2100,0
246500,4560,0
136500,5940,0
266500,5880,0
206500,4860,0
106500,4620,0
226500,2280,0
396500,12240,0
776500,20700,1
66500,2160,0
296500,5940,0
226500,4440,0
386500,4980,0
226500,2760,0
186500,3480,0
1096500,85140,1
466500,7920,0
446500,8700,0
456500,8160,0
376500,8640,0
436500,5940,0
286500,5820,0
166500,2280,0
366500,11460,0
566500,6060,1
186500,3780,0
296500,7500,0
386500,6600,0
66500,1380,0
186500,3840,0
126500,2460,0
336500,9960,0
326500,9000,0
216500,2280,0
316500,3840,0
366500,5160,0
426500,5520,0
456500,9120,0
436500,7800,0
246500,8340,0
226500,8280,0
436500,10020,1
96500,3360,0
156500,3300,0
306500,5040,0
486500,4980,0
656500,9180,0
206500,5700,0
366500,4140,0
486500,17160,1
416500,3240,0
76500,2280,0
366500,5280,0
416500,11520,0
266500,5640,0
486500,6900,0
496500,540,1
456500,14460,0
346500,6600,0
236500,4680,0
206500,3600,0
156500,2220,0
406500,12420,0
166500,3900,0
726500,10920,1
176500,1620,0
286500,11220,0
496500,0,0
86500,3240,0
726500,9660,1
426500,6960,0
336500,5940,0
426500,5400,1
176500,6120,0
196500,3840,0
216500,3420,0
396500,10320,0
226500,3000,0
206500,4320,0
246500,9900,0
246500,4800,0
206500,2940,0
376500,4440,0
226500,5400,0
396500,4620,0
186500,7680,0
166500,4380,0
206500,5340,0
156500,2640,0
96500,1980,0
206500,6180,0
346500,4740,0
86500,3360,0
156500,5160,0
306500,10500,0
476500,8100,0
436500,5820,0
146500,2520,0
216500,6420,0
606500,11520,1
286500,6660,0
276500,3660,0
306500,4440,0
116500,3240,0
286500,3240,0
166500,51420,0
46500,2640,0
96500,3480,0
286500,4140,0
116500,2400,0
176500,6240,0
136500,3120,0
516500,7020,0
196500,4560,0
286500,6900,0
1196500,18960,1
376500,9600,0
296500,5940,0
586500,14100,1
236500,2580,0
206500,3600,0
116500,0,0
356500,4680,0
306500,6480,0
456500,4920,0
116500,2460,0
116500,2580,0
436500,5940,0
96500,6300,0
586500,7320,0
456500,8640,0
256500,4320,0
146500,6120,0
156500,11820,0
126500,1800,0
726500,10320,1
176500,3540,0
96500,1320,0
246500,5820,0
236500,7200,0
566500,9060,1
186500,6240,0
606500,5520,1
466500,7380,0
246500,5640,0
366500,4560,0
616500,7980,1
306500,5280,0
336500,10740,0
316500,7860,0
296500,3900,0
686500,9600,1
226500,2520,0
86500,2160,0
216500,0,0
416500,7500,0
276500,12600,0
296500,7860,0
486500,14700,0
476500,5280,0
456500,7260,0
196500,9900,0
486500,5400,0
116500,2400,0
336500,7560,0
206500,3840,0
536500,6960,0
186500,3480,0
226500,5580,0
646500,9300,1
166500,3480,0
366500,6180,0
276500,11400,0
126500,6480,0
306500,5400,0
226500,5340,0
146500,1740,0
366500,4800,0
276500,3240,0
276500,3600,0
616500,21060,1
106500,2820,0
186500,2460,0
376500,6600,0
86500,2760,0
226500,3600,0
536500,10260,0
356500,9720,0
306500,9120,0
156500,2880,0
726500,13680,1
476500,11040,0
256500,7740,0
186500,11460,0
216500,4440,0
146500,3240,0
256500,6060,0
176500,1320,0
546500,6600,1
116500,3780,0
426500,6900,0
186500,3120,0
106500,420,0
446500,6180,0
726500,45360,1
106500,3900,0
456500,9420,1
256500,14640,0
576500,8580,0
356500,4920,0
316500,9420,0
166500,1920,0
246500,4080,0
306500,4500,0
386500,10800,0
366500,4740,0
406500,7320,0
376500,8160,0
326500,3540,0
256500,8400,0
486500,7260,0
576500,12900,0
356500,9000,0
386500,11820,0
126500,5100,0
276500,7320,0
126500,3180,0
456500,5940,0
206500,4680,0
316500,2760,0
246500,5820,0
316500,3180,0
336500,4260,0
276500,4920,0
136500,3180,0
296500,3000,0
206500,2160,0
656500,11100,1
486500,6600,0
476500,5940,0
716500,24420,1
536500,6360,0
346500,3840,0
246500,9060,0
306500,7200,0
386500,6840,0
326500,10740,0
436500,10380,0
386500,14220,0
526500,6120,0
446500,7620,0
226500,4200,0
226500,5520,0
326500,0,0
256500,4560,0
116500,5400,0
186500,3480,0
456500,14880,0
96500,5220,0
276500,7740,0
426500,18240,0
436500,9660,0
336500,4200,0
106500,3720,0
246500,3480,0
876500,11940,1
446500,6480,0
456500,12360,0
406500,6180,0
196500,4680,0
206500,4980,0
226500,5460,0
146500,5340,0
356500,4920,0
1046500,15060,1
286500,3240,0
346500,3660,0
376500,7320,0
66500,480,0
136500,2580,0
226500,3480,0
206500,2820,0
326500,5580,0
246500,4440,0
396500,13620,0
286500,3420,0
516500,11040,0
226500,6240,0
356500,5700,0
106500,1500,0
486500,5340,0
126500,2640,0
126500,1380,0
326500,4920,0
286500,9900,0
256500,4320,0
76500,2580,0
166500,5760,0
726500,8400,1
156500,1380,0
226500,5940,0
186500,3720,0
686500,10200,1
446500,5640,0
186500,4440,0
356500,31740,0
106500,2460,0
466500,4920,0
516500,7380,0
566500,8160,1
436500,5640,0
366500,4200,0
356500,7620,0
196500,3780,0
206500,3000,0
446500,5700,0
426500,7260,0
666500,8940,1
286500,0,0
196500,2820,0
146500,4560,0
206500,3180,0
176500,3780,0
486500,11160,0
466500,7620,0
246500,5940,0
236500,5700,0
196500,9540,0
486500,9060,0
1026500,10920,1
406500,5280,0
666500,12240,0
216500,2760,0
156500,3720,0
276500,66240,0
256500,6780,0
356500,4200,0
236500,6960,0
306500,7620,0
226500,10440,0
236500,8280,0
196500,6540,0
506500,6720,1
146500,4800,0
316500,17700,0
276500,6540,0
586500,10620,1
806500,16860,1
206500,5220,0
386500,4440,0
256500,6180,0
226500,2520,0
176500,3060,0
146500,3960,0
116500,2340,0
206500,5640,0
226500,4800,0
506500,18960,0
106500,4200,0
436500,5880,0
556500,52440,1
96500,1920,0
196500,2160,0
376500,6840,0
296500,5400,0
146500,4800,0
366500,4980,0
726500,7020,1
326500,4860,0
116500,3240,0
226500,10500,0
256500,9420,0
246500,8280,0
376500,7380,1
256500,2820,0
196500,8100,0
1006500,5100,1
376500,10440,0
136500,2220,0
116500,7740,0
166500,3480,0
256500,10680,0
206500,4200,0
306500,6060,0
286500,6000,0
286500,4980,0
156500,3900,0
506500,7140,0
126500,7260,0
226500,3420,0
176500,4020,0
246500,0,0
1286500,13320,1
416500,6060,0
296500,3900,0
356500,11220,0
106500,1440,0
286500,3480,0
386500,5820,0
456500,8400,0
226500,2760,0
706500,7980,1
106500,4200,0
316500,6480,0
556500,7140,1
496500,11820,0
246500,7680,0
466500,14520,0
366500,8880,0
256500,6960,0
176500,2580,0
676500,8340,0
336500,5520,0
536500,5220,0
266500,5220,0
136500,2040,0
486500,7140,0
396500,6000,0
586500,47040,0
606500,16200,1
106500,1440,0
176500,3120,0
416500,5760,0
216500,3180,0
476500,6960,1
226500,3420,0
256500,5760,0
256500,8220,0
206500,5520,0
186500,4020,0
126500,2820,0
596500,11100,1
756500,7560,1
466500,7200,0
216500,2400,0
316500,6780,0
336500,6600,0
216500,7260,0
436500,5580,1
456500,9360,0
526500,5280,0
126500,5880,0
506500,13020,0
336500,4560,0
746500,9420,1
396500,5640,0
256500,8040,0
116500,1500,0
486500,14220,0
186500,3180,0
266500,2700,0
246500,7380,0
346500,6360,0
486500,7680,0
446500,5760,0
276500,4320,0
316500,3360,0
356500,8040,0
596500,18360,1
506500,8940,0
286500,0,0
526500,6780,1
176500,10440,0
566500,8940,1
346500,7200,0
156500,4260,0
256500,6300,0
316500,2700,0
426500,7020,0
536500,12180,1
276500,5580,0
476500,9000,0
186500,5940,0
626500,16440,0
456500,4380,0
426500,7140,0
96500,2340,0
436500,16560,0
406500,5100,0
306500,4080,1
156500,5940,0
346500,5460,0
96500,5100,0
156500,11460,0
196500,4500,0
376500,4020,0
216500,4560,0
396500,5820,0
266500,4620,0
126500,1860,0
206500,3660,0
686500,9780,1
396500,4740,0
476500,16260,0
236500,3060,0
406500,6780,0
186500,4140,0
396500,6660,0
326500,6240,0
216500,7140,0
96500,2940,0
406500,4920,0
236500,3360,0
426500,11040,0
206500,4740,0
186500,3540,0
706500,18060,1
476500,6480,0
326500,5040,0
316500,3480,0
306500,8100,0
736500,12660,1
286500,9420,0
566500,10920,1
496500,10500,1
266500,3420,0
306500,5220,0
256500,7200,0
146500,7020,0
226500,3300,0
426500,4260,0
246500,6000,0
606500,23700,0
336500,16020,0
676500,9480,1
86500,2040,0
476500,5040,1
476500,7920,0
206500,3120,0
256500,5760,0
436500,7800,0
416500,5880,0
216500,3360,0
226500,4680,0
206500,3180,0
596500,15180,0
156500,3180,0
286500,7200,0
416500,13140,0
236500,4200,0
116500,2760,0
76500,1140,0
326500,4980,0
386500,6240,0
386500,4800,0
156500,5160,0
606500,8340,1
356500,4080,0
116500,3060,0
146500,2220,0
146500,4620,0
446500,9000,0
916500,21540,1
176500,4080,0
146500,5340,0
226500,4860,0
366500,4680,0
196500,5040,0
436500,11220,0
326500,6540,0
336500,9720,0
366500,4740,0
566500,9480,0
356500,6540,0
316500,4800,0
466500,7620,0
296500,4380,0
376500,6840,0
146500,4380,0
336500,6240,0
296500,5880,0
206500,3180,0
66500,1500,0
466500,4860,0
276500,5760,0
126500,3660,0
726500,8460,1
86500,1920,0
56500,7740,0
476500,7140,0
106500,3540,0
486500,7260,0
226500,2640,0
316500,5340,0
276500,4740,0
256500,20040,0
556500,8640,1
156500,2340,0
486500,7740,0
316500,3360,0
286500,5340,0
426500,7980,0
96500,2280,0
206500,3360,0
816500,12780,1
406500,7740,0
316500,6240,0
226500,10260,0
336500,8040,0
146500,1680,0
236500,4620,0
446500,4920,0
126500,4020,0
256500,4320,0
446500,8580,0
76500,2040,0
176500,2160,0
856500,19800,1
286500,4920,0
296500,5760,0
156500,5220,0
126500,1980,0
346500,4920,1
96500,1140,0
636500,8160,1
236500,5280,0
486500,4860,0
126500,5160,0
476500,7380,0
296500,4140,0
246500,5340,0
336500,3780,0
346500,2280,0
406500,10980,0
106500,3480,0
316500,5460,0
456500,8580,0
386500,5760,0
76500,8160,0
306500,5580,0
316500,2940,0
186500,4800,0
316500,7500,0
266500,7920,0
936500,12600,1
626500,9060,1
566500,7440,1
196500,4200,0
286500,3120,0
656500,11400,0
216500,9900,0
206500,3480,0
136500,5100,0
296500,4500,0
286500,6540,0
256500,7200,0
226500,0,0
396500,4620,0
686500,14760,1
436500,9480,0
246500,28860,0
246500,3480,0
776500,10860,1
286500,3360,0
176500,13020,0
606500,18120,1
306500,6000,0
726500,7440,1
366500,4920,0
326500,3000,0
106500,1380,0
606500,10140,1
236500,3060,0
406500,3780,0
126500,2040,0
296500,5820,0
276500,10440,0
386500,6240,0
246500,9420,0
86500,3120,0
576500,15180,0
276500,11040,0
226500,2280,0
416500,5040,0
266500,4560,0
346500,4560,0
596500,9000,0
226500,6180,0
376500,4980,0
326500,4800,0
126500,6240,0
676500,7680,1
366500,7800,0
116500,2640,0
476500,0,0
266500,3960,0
416500,7500,1
656500,11400,1
116500,1740,0
526500,6900,0
556500,9480,0
356500,5700,0
256500,3720,0
526500,9900,0
186500,3780,0
276500,7560,0
146500,3720,0
346500,3060,0
476500,9600,0
486500,4860,0
456500,3240,0
216500,3120,0
166500,8700,0
266500,2640,0
406500,8700,0
76500,9840,0
146500,4380,0
156500,6180,0
486500,16560,0
636500,8460,1
336500,5160,0
156500,2640,0
76500,2640,0
386500,10020,0
386500,7380,0
386500,9000,0
396500,5580,0
166500,3720,0
86500,2940,0
556500,16140,1
266500,3120,0
276500,2760,0
106500,1380,0
226500,1860,0
366500,4680,0
446500,4920,0
206500,9120,0
426500,14160,0
296500,9900,0
306500,10080,0
206500,13620,0
206500,4740,0
726500,15000,1
126500,1500,0
346500,4740,0
506500,10080,0
376500,12660,0
366500,5340,0
246500,7380,0
486500,11280,0
76500,1440,0
196500,4080,0
146500,3720,0
236500,6600,0
186500,5640,0
256500,11100,0
206500,2880,0
526500,8040,0
216500,8460,0
336500,0,0
276500,4560,0
636500,7260,1
486500,20640,0
286500,6420,0
156500,2340,0
406500,5100,0
176500,11340,0
126500,3420,0
136500,3660,0
106500,8760,0
316500,6660,0
266500,5760,0
446500,9060,0
656500,9960,1
536500,12720,0
116500,19440,0
126500,12600,0
576500,14100,1
326500,4320,0
456500,5820,0
666500,6420,0
126500,1680,0
216500,2580,0
426500,6480,0
216500,4980,0
516500,8040,0
406500,0,0
236500,2820,0
196500,5460,0
426500,5700,0
246500,8100,0
156500,3240,0
926500,15060,1
606500,5760,0
276500,4500,0
246500,6480,0
166500,3360,0
636500,9780,0
226500,2460,0
96500,2220,0
546500,8100,0
156500,3060,0
216500,2580,0
356500,4800,0
76500,1620,0
366500,6420,0
116500,6420,0
506500,5580,1
416500,10620,0
276500,5220,0
206500,2520,0
316500,7860,0
526500,7020,1
396500,6360,0
386500,5700,0
736500,11460,1
416500,4980,0
426500,13140,0
296500,16920,0
366500,7800,0
216500,3360,0
116500,1680,0
106500,3060,0
596500,14040,0
206500,5100,0
486500,10320,1
506500,9480,1
446500,5520,0
256500,17880,0
446500,20340,0
256500,6060,0
256500,2700,0
226500,4440,0
426500,7260,0
546500,10440,0
256500,5280,0
206500,3660,0
456500,12720,0
126500,2400,0
386500,4860,0
176500,2340,0
206500,5220,0
166500,5280,0
626500,10740,1
206500,4560,0
976500,12540,1
406500,6480,0
316500,3420,0
326500,3780,0
486500,5040,0
146500,7440,0
246500,3780,0
146500,3180,0
216500,7800,0
326500,11160,0
536500,0,1
1106500,42960,1
806500,19440,1
126500,4860,0
376500,10560,0
146500,4980,0
246500,2460,0
546500,12480,0
486500,6780,0
296500,5400,0
216500,3960,0
496500,13140,0
596500,22920,1
726500,8280,1
136500,4320,0
396500,10980,0
206500,10800,0
256500,4500,0
216500,3900,0
536500,10140,0
106500,2460,0
316500,7380,0
206500,3120,0
166500,2760,0
56500,2940,0
296500,3660,0
296500,6120,0
296500,4500,0
106500,2520,0
116500,3780,0
176500,2100,0
406500,14880,0
266500,3240,0
386500,7080,0
246500,4080,0
346500,4200,0
296500,6780,0
486500,15120,0
996500,23100,1
276500,5460,0
506500,5100,0
306500,5400,0
196500,6240,0
526500,9900,1
96500,1320,0
236500,4920,0
256500,2880,0
306500,6360,0
136500,1980,0
436500,4800,0
246500,3600,0
686500,16200,1
286500,5040,0
546500,8040,0
136500,5040,0
606500,7380,1
96500,1200,0
246500,4080,0
216500,4440,0
276500,7200,0
346500,4140,0
426500,14280,0
436500,7440,0
196500,5340,0
116500,3180,0
346500,9360,0
596500,9000,1
476500,8520,0
456500,10020,0
186500,1860,0
386500,8280,0
106500,1740,0
216500,4020,0
446500,11460,0
396500,12300,0
506500,7260,0
206500,5100,0
326500,6000,0
536500,7620,1
486500,18720,0
406500,5160,0
186500,3720,0
256500,4740,0
486500,9000,0
246500,6000,0
126500,3660,0
206500,3660,0
196500,4860,0
276500,10800,0
246500,9960,0
416500,12120,0
436500,12660,0
376500,14100,0
856500,11640,1
276500,3720,0
176500,2700,0
216500,5340,0
96500,1020,0
386500,8520,0
106500,6060,0
106500,4080,0
266500,5040,0
256500,2700,0
76500,3900,0
236500,4500,0
196500,3420,0
1466500,7740,1
156500,2820,0
196500,3300,0
276500,3840,0
116500,2940,0
286500,11940,0
276500,10200,0
116500,2280,0
216500,3780,0
816500,15000,1
106500,4260,0
206500,3540,0
826500,9000,1
306500,5520,0
246500,9720,0
166500,2880,0
356500,5700,0
176500,8040,0
526500,8340,0
466500,7200,0
936500,18300,1
206500,7500,0
566500,5580,0
166500,2580,0
176500,12060,0
426500,10200,0
186500,3180,0
376500,8040,0
96500,11520,0
366500,5580,0
376500,5340,0
106500,1740,0
76500,7260,0
346500,4440,0
516500,6000,1
176500,12780,0
66500,1740,0
626500,7380,1
76500,1500,0
216500,11460,0
416500,4860,0
436500,10800,0
186500,6780,0
386500,16680,0
476500,9360,0
476500,12780,0
126500,1500,0
596500,7980,0
256500,4440,0
256500,12720,0
526500,7020,0
266500,2820,0
236500,5100,0
306500,6660,0
66500,3180,0
186500,4680,0
486500,5340,0
226500,3360,0
676500,14520,1
136500,6060,0
376500,6900,0
116500,2340,0
336500,5340,0
586500,12300,1
296500,3840,0
236500,7560,0
356500,9300,0
186500,3720,0
186500,4200,0
136500,0,0
256500,7500,0
246500,6120,0
396500,5820,0
606500,39180,1
346500,7980,0
726500,9720,1
276500,2580,0
66500,1500,0
656500,5760,1
546500,6120,0
156500,5760,0
1156500,15300,1
286500,5460,0
116500,3720,0
176500,6120,0
106500,2700,0
256500,5820,0
386500,10080,0
106500,2940,0
226500,5880,0
166500,8100,0
296500,1260,0
356500,3780,0
306500,18240,0
106500,2220,0
356500,3840,0
196500,6540,0
146500,4260,0
266500,2520,0
206500,2820,0
136500,4200,0
456500,7740,0
76500,9600,0
406500,3780,0
346500,5280,0
206500,2820,0
136500,3960,0
86500,0,0
286500,9000,0
86500,960,0
336500,3540,0
706500,18000,1
466500,8400,0
576500,8580,0
656500,12120,1
296500,0,0
446500,4800,0
596500,8880,0
146500,5820,0
176500,7800,0
326500,5160,0
496500,9960,0
406500,4800,0
476500,8040,0
426500,4920,0
136500,2400,0
156500,3840,0
386500,12900,0
206500,5700,0
246500,5100,0
706500,9060,1
726500,12000,1
206500,8040,0
606500,6660,1
386500,13500,0
1126500,32880,1
336500,8460,0
386500,11220,1
546500,10800,0
436500,4800,0
476500,7020,0
696500,11880,0
246500,5940,0
346500,3960,0
206500,5100,0
316500,8760,0
656500,7380,1
496500,7920,1
146500,2100,0
216500,3360,0
176500,2160,0
156500,2160,0
366500,8520,0
346500,2760,0
76500,1260,0
396500,3660,0
576500,4740,1
236500,10080,0
266500,4440,0
156500,5580,0
196500,13200,0
166500,3900,0
386500,10500,0
76500,2340,0
206500,3840,0
226500,2520,0
726500,14160,1
486500,13320,0
356500,10500,0
266500,5820,0
406500,8400,0
226500,17100,0
186500,3600,0
266500,0,0
336500,8400,0
456500,8640,0
176500,6060,0
306500,6600,0
196500,2640,0
386500,6900,0
466500,6300,0
216500,8340,0
266500,13800,0
206500,2940,0
226500,10260,0
476500,6120,0
1056500,12960,1
246500,5580,0
76500,1920,0
626500,50160,1
376500,27600,0
266500,5100,0
576500,18120,0
156500,3060,0
106500,5760,0
136500,2340,0
346500,7680,0
426500,21780,0
506500,5520,1
106500,2520,0
366500,4200,0
306500,5820,0
476500,9300,0
386500,6300,0
586500,20280,1
596500,9840,1
436500,3960,1
366500,3060,0
406500,3900,0
506500,7860,0
456500,4560,1
186500,3000,0
206500,2580,0
136500,2940,0
406500,5760,0
426500,14100,0
546500,11820,0
216500,4320,0
56500,2880,0
406500,13080,0
166500,5640,0
326500,7740,0
406500,6060,0
